qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
283;1;4;4;4;4;4;2;1;1;5;10;0;0;1;1;0;0;0;0;0;3;4;4;4;4;3;2; ; ;4;3;1;2;4;2;4;15000;19000;17000;45;4;2;4;1;6;2
284;1;3;2;4;3;4;4;1;5;3;11;0;0;0;0;0;1;0;0;0;2;5;4;2;4;5;2; ; ;2;4;5;3;5;4;4;11000;16000;14000;40;1; ;3;1;6;1
285;1;3;3;4;3;3;2;2;4;1;9;0;0;0;0;1;0;0;0;0;1;1;4;1;4;5;2; ; ;1;5;1;1;5;1;4;12000;17000;14000;23;1; ;3;2;4;1
286;1;4;3;5;4;3;3;3;1;3;8;0;0;0;1;1;0;0;0;0;5;3;2;1;4;4;2; ; ;2;4;1;4;5;2;1;7000;14000;13000;45;1; ;5;1;2;1
287;1;1;1;2;1;2;3;1;1;5;4;0;0;0;0;0;0;0;0;0;5;3;3;1;4;3;2; ; ;5;4;5;1;5;1;8; ;10000;8000;38;2;2;4;1;1;2
288;1;5;5;3;5;5;1;1;1;1;10;0;0;0;0;0;0;0;0;0;2;4;5;2;5;5;1;1;3;3;4;1;5;4;2;3;10000;14000;11000;34;1; ;2;2;4;1
289;1;3;2;4;3;2;5;1;1;5;9;0;0;0;0;1;1;0;0;0;5;4;4;2;3;4;2; ; ;5;5;3;1;4;1;3;15000;22000;20000;41;2;1;5;1;7;1
290;1;4;4;5;4;4;5;2;1;1;8;1;1;1;1;1;0;0;0;0;3;4;4;1;5;4;1;1;1;3;3;3;1;4;2;1;22000;26000;22000;34;1; ;4;2;5;1
291;1;1;1;1;1;2;5;2;1;4;3;0;0;0;1;0;1;0;0;0;5;2;4;1;4;5;2; ; ;4;5;5;3;5;1;1;22000;26000;25000;21;2;0;6;1;7;1
292;1;2;3;2;2;2;3;1;1;1;6;0;0;0;0;1;0;0;0;0;5;3;2;1;4;4;2; ; ;4;5;3;4;3;1;2; ;10000;8000;31;2;1;3;2;1;2
293;1;2;1;3;2;2;2;3;1;3;6;0;0;0;1;1;1;0;0;1;3;4;4;2;4;5;2; ; ;2;4;1;1;5;1;5;9000;14000;12000;48;2;4;5;1;7;2
294;1;2;3;2;2;2;5;2;3;5;6;0;0;0;0;1;1;0;0;0;5;4;3;2;4;4;2; ; ;5;3;5;4;3;1;1;6000;11000;9000;44;5;1;4;1;2;1
295;1;3;3;4;3;3;5;1;2;5;4;0;0;0;1;1;1;0;0;0;1;5;4;5;4;5;1;1;3;3;5;2;2;3;3;4;16000;21000;17000;48;2;0;5;2;7;1
296;1;5;5;5;5;2;2;1;3;1;10;0;0;0;0;1;0;0;0;1;5;3;1;4;4;5;2; ; ;5;5;5;4;2;1;4;5000;12000;10000;32;2;0;5;2;6;1
297;1;3;3;4;3;2;5;1;1;5;6;0;0;0;1;0;0;0;0;1;3;3;4;4;4;5;2; ; ;5;5;4;5;5;5;6;15000;21000;19000;30;1; ;3;1;5;1
298;1;2;2;3;2;3;3;2;2;5;8;0;0;0;0;1;1;0;0;0;3;5;2;3;4;5;2; ; ;4;4;1;1;5;2;5;6000;11000;9000;43;1; ;1;1;4;1
299;1;2;2;2;2;2;4;2;1;5;6;1;0;0;1;1;0;0;0;0;3;4;3;2;3;5;2; ; ;4;5;5;1;5;1;3;3000;10000;8000;44;1; ;4;5;6;1
300;1;3;3;4;3;4;2;1;1;5;6;0;0;0;0;1;0;0;0;0;4;4;3;1;4;3;2; ; ;5;4;5;1;5;3;6;11000;15000;13000;43;1; ;2;1;5;1
301;1;3;3;3;3;4;1;1;1;2;11;0;0;0;1;1;1;0;0;0;4;5;3;2;3;4;2; ; ;3;3;2;1;4;1;1;4000;10000;9000;32;1; ;1;2;3;1
302;1;5;5;1;5;4;1;1;3;5;11;0;0;0;0;1;1;0;0;0;2;4;2;1;5;4;2; ; ;4;5;1;3;4;2;1;15000;21000;18000;25;4;2;2;1;4;1
303;1;3;3;4;3;4;1;3;1;1;9;0;0;0;0;1;0;0;0;0;2;3;3;1;5;4;1;1;1;1;5;1;5;3;1;4;9000;14000;11000;43;1; ;3;1;5;1
304;1;3;3;3;2;3;3;1;3;2;6;0;0;0;0;1;1;0;0;0;5;4;3;2;4;4;2; ; ;4;5;1;1;5;2;7; ;10000;8000;36;1; ;2;1;1;2
305;1;3;3;3;3;2;3;2;5;3;3;0;0;0;0;0;1;0;0;0;4;4;4;3;4;5;2; ; ;4;5;1;2;5;1;2;2000;10000;8000;27;1; ;3;3;1;2
306;1;2;2;3;2;2;5;3;1;3;4;0;0;0;1;1;0;0;0;0;1;2;1;1;4;5;2; ; ;2;3;5;4;5;1;2;6000;11000;10000;24;1; ;5;1;7;2
307;1;5;5;5;4;5;4;3;5;3;10;0;0;0;0;0;0;0;0;0;5;3;3;1;4;5;2; ; ;1;5;5;3;3;4;1;15000;20000;18000;34;2;2;6;1;7;1
308;1;3;2;3;3;2;1;1;2;3;7;0;0;0;1;1;0;0;0;0;5;5;3;2;4;4;1;1;1;3;4;1;5;4;3;6;9000;15000;11000;40;2;1;3;2;6;1
309;1;3;3;3;3;3;3;1;1;5;6;1;0;0;1;1;0;0;0;0;3;4;4;1;4;4;2; ; ;1;4;1;2;5;1;1;13000;18000;16000;43;2;1;3;1;6;1
310;1;4;4;5;4;3;1;4;1;3;5;0;0;0;1;0;0;0;0;0;5;4;5;1;4;3;1;1;2;1;4;1;1;5;1;2;13000;17000;13000;28;1; ;2;1;4;2
311;1;2;3;2;2;1;4;1;1;1;2;0;0;0;1;1;0;0;0;0;4;3;2;4;4;5;2; ; ;5;5;4;1;5;1;1;10000;13000;11000;33;2;2;1;5;2;1
312;1;5;5;3;5;5;3;2;1;1;13;0;0;0;0;1;0;0;0;0;2;5;2;2;4;5;2; ; ;4;5;1;4;5;3;1;7000;11000;8000;35;2;1;4;1;5;1
313;1;1;2;1;1;2;5;3;1;5;3;0;0;0;0;1;1;0;0;0;3;5;4;1;3;5;2; ; ;5;5;5;3;5;1;2;3000;10000;8000;50;1; ;5;1;2;2
314;1;2;2;2;2;1;3;2;1;5;4;1;0;0;0;1;1;0;0;0;2;2;5;3;5;4;1;1;1;3;4;1;4;3;2;5; ;10000;7000;29;2;3;2;1;1;2
315;1;2;1;3;2;1;5;1;1;5;7;0;0;0;1;0;1;1;0;0;2;2;3;1;5;4;2; ; ;5;5;5;1;5;3;1;9000;15000;13000;44;2;0;3;2;6;1
316;1;2;2;3;2;2;3;4;1;3;2;0;0;0;1;1;0;0;0;0;5;5;4;2;4;5;2; ; ;4;5;3;1;5;1;1;12000;18000;16000;40;2;1;5;1;7;1
317;1;4;4;5;4;4;4;3;1;3;13;0;0;0;0;1;0;0;0;0;3;2;3;2;4;5;2; ; ;2;5;5;1;4;4;1;9000;13000;11000;27;2;0;5;1;2;1
318;1;4;3;5;4;5;2;3;2;5;9;0;0;0;1;0;0;0;0;0;5;4;1;3;4;4;2; ; ;1;5;1;2;3;2;5;14000;18000;15000;39;1; ;3;2;4;1
319;1;1;1;1;1;1;2;3;3;5;4;0;0;0;1;0;0;0;0;0;5;4;4;2;4;5;2; ; ;2;5;4;3;5;1;8;11000;16000;13000;46;1; ;6;3;7;2
320;1;2;1;3;2;2;3;1;1;5;6;0;0;0;1;0;1;0;0;0;5;2;4;2;3;4;2; ; ;5;3;5;5;5;1;3;4000;10000;8000;62;1; ;4;1;2;2
321;1;4;5;4;4;4;5;2;2;1;10;1;0;0;0;1;1;0;0;0;3;4;4;1;4;4;2; ; ;5;5;1;1;5;1;1;9000;15000;13000;32;2;2;3;3;5;1
322;1;2;3;2;2;1;3;3;3;5;3;0;0;1;0;0;0;0;0;0;1;4;3;1;3;3;2; ; ;3;5;1;3;4;1;3;9000;13000;11000;27;2;2;6;1;7;2
323;1;1;1;2;1;1;5;2;3;1;3;0;0;0;0;1;0;0;1;1;5;5;2;1;3;5;2; ; ;3;4;3;4;4;1;5;14000;20000;18000;40;2;1;2;1;4;2
324;1;5;4;3;5;5;3;3;5;3;13;0;0;0;0;0;1;0;0;0;3;5;4;2;4;5;2; ; ;5;5;5;4;4;3;8;17000;22000;21000;39;2;2;6;1;7;1
325;1;4;4;4;4;4;3;3;1;3;8;0;0;0;0;0;1;0;0;0;5;3;3;4;4;4;2; ; ;4;4;1;5;3;1;3;8000;13000;11000;30;2;1;4;3;6;1
326;1;4;4;4;3;4;1;3;1;5;7;0;0;0;0;0;0;0;0;0;5;2;3;4;3;3;2; ; ;1;4;3;5;5;2;5;4000;10000;7000;36;1; ;5;2;1;1
327;1;2;2;3;2;2;5;2;5;3;7;0;0;0;0;0;0;0;0;0;5;3;3;1;4;5;2; ; ;4;5;5;2;4;1;2;12000;17000;15000;47;1; ;1;2;4;2
328;1;3;2;4;3;4;4;2;1;5;7;0;0;0;0;1;1;0;0;0;5;2;3;2;4;4;2; ; ;2;4;5;2;5;1;4;8000;12000;10000;43;1; ;1;1;3;1
329;1;4;4;5;4;4;3;1;1;1;8;0;0;0;0;0;1;0;0;0;3;4;4;1;3;4;2; ; ;4;5;1;5;5;1;3;15000;20000;17000;37;3;1;5;1;7;2
330;1;1;4;1;1;1;5;1;1;5;6;0;0;0;0;1;0;0;0;0;4;3;3;2;5;4;1;1;2;5;5;4;1;2;1;7;6000;10000;7000;34;1; ;5;1;1;2
331;1;1;2;2;1;1;2;3;4;4;3;0;0;0;1;1;0;0;0;0;5;3;3;1;3;4;2; ; ;5;5;4;1;1;2;4;7000;11000;9000;30;2;2;6;1;7;1
332;1;5;4;5;5;3;3;2;4;4;11;0;0;1;0;1;0;0;0;0;5;5;4;1;4;5;2; ; ;3;5;5;5;5;1;2;8000;13000;11000;37;2;2;4;1;6;1
333;1;5;5;5;5;4;3;1;1;3;12;0;0;1;1;1;0;0;0;0;4;3;1;3;3;5;2; ; ;5;5;2;3;4;1;6;14000;20000;17000;38;2;2;4;1;6;1
334;1;4;4;5;4;3;2;1;2;5;7;1;0;0;1;1;0;0;1;0;5;5;2;1;4;5;2; ; ;5;5;5;1;5;3;6; ;12000;10000;43;1; ;1;1;2;1
335;1;4;4;4;4;1;5;2;1;1;10;0;1;1;0;1;0;0;0;0;5;3;4;2;4;5;2; ; ;3;5;5;5;4;1;7;21000;26000;23000;42;2;0;5;1;7;1
336;1;2;3;3;2;3;4;1;2;5;5;0;0;0;0;0;0;0;1;0;3;4;4;1;3;5;2; ; ;3;5;5;5;2;2;2;8000;12000;10000;27;1; ;5;3;6;2
337;1;2;2;3;2;2;3;4;1;5;7;0;1;0;0;0;0;0;0;0;5;4;3;1;4;5;2; ; ;3;5;1;1;1;1;2;16000;21000;19000;46;4;1;6;5;7;2
338;1;4;4;5;4;4;1;1;2;1;9;0;0;0;1;1;0;0;0;1;4;3;4;4;4;4;2; ; ;4;5;1;5;4;2;2;3000;10000;8000;48;4;1;2;1;4;1
339;1;5;5;4;5;5;2;4;2;1;15;0;0;0;1;0;1;0;0;0;5;5;3;1;4;4;1;1;3;1;5;2;1;5;2;3;1000;10000;6000;21;2;3;6;1;2;1
340;1;3;3;4;3;3;3;1;3;3;11;0;0;1;0;1;0;0;0;0;5;2;2;4;3;4;2; ; ;4;5;5;1;4;1;4;22000;27000;25000;24;1; ;6;1;7;2
341;1;3;4;4;3;4;2;1;1;5;7;0;0;1;1;1;0;1;0;0;5;3;4;1;4;5;2; ; ;2;5;3;1;4;3;5;17000;22000;21000;29;2;1;6;2;7;1
342;1;5;4;1;5;5;1;3;1;1;10;0;0;0;1;0;0;0;0;0;5;4;4;4;3;4;2; ; ;1;4;5;1;4;1;1;12000;19000;18000;39;2;0;5;1;6;1
343;1;2;2;3;2;2;3;3;1;5;3;0;0;1;0;1;0;0;0;0;2;2;4;1;4;5;2; ; ;5;5;1;5;5;2;2;5000;10000;8000;40;1; ;5;1;2;2
344;1;1;1;1;1;2;5;1;1;2;2;0;0;0;1;0;1;0;0;0;4;4;4;1;5;4;2; ; ;4;5;5;5;5;1;4;8000;14000;13000;54;1; ;2;1;4;1
345;1;3;3;3;3;3;2;4;3;1;8;0;0;0;0;0;0;0;0;0;3;5;5;3;4;5;1;1;3;1;5;2;2;5;1;1;7000;12000;8000;37;1; ;4;4;5;1
346;1;3;3;4;3;3;3;1;2;5;6;0;0;0;1;0;1;0;0;0;5;3;3;1;5;4;2; ; ;5;4;1;3;4;1;7;7000;12000;10000;36;5;2;4;1;6;2
347;1;3;3;4;3;4;4;2;1;2;9;0;0;1;0;0;1;0;0;0;2;4;4;2;4;3;2; ; ;1;4;5;1;5;1;3;6000;10000;8000;31;4;0;3;1;4;1
348;1;3;3;4;3;2;4;5;1;5;5;0;0;0;1;0;0;0;0;0;2;2;4;3;5;5;1;1;1;1;4;2;3;3;1;5;3000;10000;8000;39;4;2;2;2;3;1
349;1;2;3;3;2;3;1;1;1;1;6;0;0;0;1;0;0;0;0;0;3;3;4;4;5;3;2; ; ;2;4;1;5;5;5;7;14000;19000;17000;51;2;3;4;2;7;1
350;1;3;3;4;3;3;5;3;2;3;9;0;0;0;0;1;0;0;0;0;5;3;4;2;4;4;2; ; ;3;3;1;5;5;1;1;7000;12000;10000;29;1; ;3;1;4;1
351;1;1;1;1;1;4;3;1;2;1;3;0;0;0;0;1;0;0;0;0;3;5;3;1;3;4;2; ; ;3;5;3;1;5;1;6;10000;16000;13000;43;4;2;2;1;4;1
352;1;1;1;2;1;2;4;3;1;3;3;0;0;0;1;1;1;0;0;0;5;4;5;2;5;5;1;1;2;2;5;1;4;5;2;1;2000;10000;6000;37;1; ;3;1;4;1
353;1;1;2;1;1;1;5;1;1;5;4;0;0;0;0;0;0;0;1;0;4;5;3;2;4;5;2; ; ;5;5;5;3;5;1;5;9000;15000;13000;34;4;1;3;3;1;1
354;1;3;3;4;3;3;3;3;4;5;6;0;0;0;0;1;0;0;0;0;4;4;4;1;5;4;1;1;1;1;5;1;5;4;1;1;15000;21000;18000;55;4;1;4;3;6;1
355;1;3;3;3;3;2;3;3;2;2;5;0;0;0;0;1;0;0;0;0;2;2;3;2;4;4;2; ; ;3;5;3;2;5;1;6;9000;16000;14000;37;2;1;5;1;6;1
356;1;5;5;5;5;5;3;3;4;3;10;0;0;0;1;0;1;0;0;0;5;2;4;2;4;5;2; ; ;2;4;1;5;4;1;6;7000;12000;10000;28;5;3;2;3;4;1
357;1;1;1;2;1;1;5;2;2;5;3;0;0;0;0;1;0;0;0;0;4;2;3;5;4;5;2; ; ;1;4;1;4;4;2;7;10000;15000;13000;43;1; ;2;3;4;1
358;1;2;2;2;2;2;3;3;1;1;5;0;0;0;1;1;0;0;0;0;5;5;4;2;3;5;2; ; ;1;4;5;4;5;1;1;2000;10000;8000;27;2;1;3;1;5;1
359;1;4;3;4;4;5;1;2;3;4;11;0;0;0;0;1;0;0;0;0;5;4;4;3;4;4;2; ; ;5;5;1;5;5;1;8;9000;14000;11000;33;2;4;5;1;7;2
360;1;3;3;4;3;2;3;2;2;5;12;0;0;0;0;1;1;0;0;0;3;2;4;2;4;5;2; ; ;5;5;5;1;3;2;1;7000;13000;12000;40;2;2;5;1;7;1
361;1;4;4;5;4;5;3;2;2;5;7;0;0;0;0;0;0;0;0;0;1;4;2;1;3;5;2; ; ;3;4;3;2;4;1;1;11000;16000;14000;42;2;2;5;1;7;1
362;1;2;2;3;2;1;5;3;1;4;4;0;0;0;0;1;0;0;0;0;1;4;4;1;4;5;1;1;1;5;5;1;5;4;1;4;9000;14000;10000;36;1; ;3;2;4;1
363;1;1;1;1;1;1;5;1;2;1;3;0;0;0;1;1;0;0;0;0;4;3;2;1;4;5;2; ; ;4;5;1;1;4;1;6;6000;11000;8000;52;2;2;4;1;6;1
364;1;5;3;5;5;5;1;2;4;3;9;0;0;0;1;1;0;1;0;0;5;2;3;1;4;3;2; ; ;3;5;1;1;4;3;4;19000;25000;22000;31;1; ;3;1;5;1
365;1;5;4;4;5;4;2;1;2;1;11;0;0;0;0;1;1;0;0;0;5;1;3;5;5;5;2; ; ;5;4;1;3;3;3;6;10000;15000;13000;27;1; ;4;1;5;1
366;1;1;4;2;1;1;3;3;3;3;2;0;0;0;1;1;0;0;0;0;3;2;4;2;5;5;1;1;3;5;4;1;5;4;1;1;5000;12000;9000;38;1; ;2;2;4;1
367;1;4;4;5;4;4;2;1;5;5;6;0;0;0;1;1;0;0;0;1;5;3;1;1;3;4;2; ; ;1;5;5;1;4;1;3;12000;17000;15000;22;4;3;6;1;1;1
368;1;4;5;5;4;4;1;1;1;5;11;0;0;0;1;1;0;0;0;0;5;5;3;2;5;4;1;1;2;4;3;1;2;3;2;1;11000;15000;12000;35;1; ;4;1;5;1
369;1;1;4;1;1;1;3;1;1;5;2;0;0;0;1;0;1;0;0;0;2;4;3;3;4;4;2; ; ;2;4;5;4;5;4;3;6000;11000;9000;31;1; ;6;1;7;2
370;1;5;4;4;5;4;3;2;1;5;9;0;0;0;1;1;0;0;0;0;1;3;3;1;4;5;2; ; ;1;5;5;1;5;1;1;13000;17000;15000;36;2;1;5;2;7;1
371;1;4;4;4;4;4;3;1;1;5;8;0;0;1;1;1;0;1;0;0;5;3;4;4;4;4;2; ; ;3;4;3;4;3;2;1;20000;24000;22000;32;1; ;4;1;5;1
372;1;5;1;5;5;5;1;2;2;1;12;0;0;0;1;0;1;0;0;0;3;5;4;3;4;4;2; ; ;1;5;5;2;3;1;3; ;10000;8000;35;1; ;6;3;1;1
373;1;1;4;1;1;3;4;4;2;5;2;0;0;0;0;1;1;0;0;0;1;4;4;4;3;5;2; ; ;1;5;5;5;5;2;3;18000;25000;23000;26;2;0;6;1;7;1
374;1;2;3;3;2;2;4;3;1;1;7;0;0;0;1;1;0;0;0;0;5;3;3;4;5;5;2; ; ;1;5;1;5;1;4;6;13000;17000;15000;42;1; ;3;1;5;1
375;1;1;1;1;1;1;5;2;1;2;4;0;0;0;0;0;1;0;1;0;5;5;3;1;4;4;2; ; ;4;4;1;3;2;1;5;18000;24000;22000;43;1; ;6;2;7;2
376;1;3;3;3;3;3;2;2;1;5;9;0;0;0;1;1;1;0;0;0;5;2;5;3;3;4;1;1;2;3;5;1;5;2;1;3;13000;18000;14000;37;4;1;4;1;5;1
377;1;2;2;2;2;1;4;1;4;1;6;0;0;0;0;1;1;0;0;0;5;4;4;1;3;3;2; ; ;1;5;3;5;4;1;1;16000;22000;21000;45;4;0;4;1;6;1
378;1;2;3;3;2;3;2;2;1;4;6;0;0;0;0;1;1;0;0;0;1;3;2;1;4;3;2; ; ;3;4;1;5;3;2;5;8000;12000;10000;47;4;1;2;1;5;1
379;1;4;4;4;4;4;3;2;1;4;11;0;0;0;1;1;0;0;0;0;5;4;4;2;4;3;2; ; ;1;5;1;2;5;2;6;6000;11000;9000;53;1; ;1;2;2;1
380;1;1;1;1;1;1;3;3;4;1;3;0;0;0;0;1;0;0;0;0;4;3;4;2;4;5;2; ; ;1;4;2;4;4;1;5;17000;20000;18000;31;2;2;5;1;7;2
381;1;4;5;4;4;4;3;3;3;5;8;0;0;0;0;0;0;0;0;0;4;2;2;2;4;5;2; ; ;3;5;5;2;4;2;2;19000;23000;20000;38;4;1;6;1;7;2
382;1;1;2;2;1;1;5;3;2;5;1;0;0;0;0;1;1;0;0;1;2;5;4;3;4;4;2; ; ;5;4;1;5;4;5;6;17000;22000;20000;52;2;0;3;1;6;1
383;1;1;2;1;1;4;1;3;5;5;2;0;0;0;1;0;0;0;1;0;4;5;3;1;3;5;2; ; ;5;5;1;5;2;2;1; ;12000;10000;40;1; ;2;2;2;1
384;1;3;3;4;3;3;5;3;3;1;7;1;0;0;1;1;1;0;0;0;5;5;2;2;5;3;2; ; ;5;5;1;2;2;4;3;19000;26000;24000;34;2;3;6;1;7;1
385;1;2;2;3;2;3;3;2;1;3;5;0;0;0;0;1;1;0;0;0;1;4;3;3;4;5;2; ; ;2;4;3;4;4;3;1;26000;32000;29000;47;1; ;3;1;6;1
386;1;2;2;2;2;3;4;2;1;3;3;0;0;0;1;1;1;0;0;0;1;3;4;1;5;4;2; ; ;1;5;1;1;4;1;3;3000;10000;8000;43;1; ;2;1;5;1
387;1;2;2;2;2;2;5;1;1;5;9;1;0;0;0;1;0;0;0;0;5;2;1;1;4;4;2; ; ;2;5;5;5;4;1;4;11000;16000;14000;38;2;2;5;1;7;2
388;1;2;2;3;2;2;5;3;1;5;6;0;0;0;1;1;0;0;0;0;4;4;4;1;4;3;2; ; ;5;5;1;1;2;1;1;11000;16000;14000;46;4;0;4;1;6;1
389;1;1;1;2;1;1;3;1;3;3;3;0;0;0;1;1;0;0;0;0;3;4;3;1;4;4;2; ; ;5;4;1;5;3;1;1;15000;19000;17000;25;2;2;5;2;7;1
390;1;2;2;3;2;3;3;3;3;5;3;0;0;0;0;0;1;0;0;0;4;4;4;5;4;5;2; ; ;5;4;1;2;4;1;6;5000;10000;7000;37;1; ;3;3;4;1
391;1;2;2;3;2;3;5;3;5;5;6;0;0;1;0;0;0;0;0;0;5;3;3;5;4;4;2; ; ;3;5;1;5;4;2;4;5000;11000;9000;32;1; ;1;1;2;1
392;1;1;1;1;1;2;5;2;1;5;4;0;0;0;1;1;0;0;0;0;3;3;4;3;4;5;2; ; ;5;5;1;5;4;1;11;1000;10000;7000;41;1; ;5;1;2;1
393;1;4;4;4;4;4;2;2;1;4;8;0;1;0;1;1;0;0;0;1;4;1;1;1;4;4;2; ; ;5;4;1;1;3;4;1;16000;21000;19000;33;1; ;3;1;5;1
394;1;3;2;3;3;3;1;2;4;5;5;0;0;0;0;1;0;0;0;0;4;4;3;1;3;5;2; ; ;3;4;1;5;3;2;5;9000;14000;12000;47;2;2;1;1;3;1
395;1;5;5;5;5;4;1;1;1;5;9;0;0;0;1;1;0;0;1;0;4;5;4;2;5;5;2; ; ;1;3;1;2;4;1;6;9000;16000;14000;31;1; ;3;1;5;1
396;1;2;2;3;2;2;3;3;1;3;4;0;0;0;1;1;1;0;0;0;3;4;3;1;5;5;1;1;2;5;5;4;5;4;2;8;8000;13000;10000;27;1; ;3;1;5;1
397;1;1;1;2;1;1;5;3;1;5;4;0;0;0;0;1;0;0;0;0;4;5;5;1;5;4;1;1;3;2;5;2;5;4;2;2;5000;13000;10000;33;2;2;2;1;3;2
398;1;3;2;3;3;4;1;1;1;3;9;0;0;1;0;1;1;0;1;0;3;5;3;1;4;5;2; ; ;5;5;2;1;4;3;2;12000;18000;16000;31;2;3;5;3;7;1
399;1;2;2;2;2;3;4;2;1;4;6;0;0;1;1;0;0;0;0;0;2;5;3;1;5;5;1;1;1;1;5;1;3;4;1;8;8000;13000;10000;43;2;2;3;1;3;1
400;1;2;2;3;2;2;3;2;1;1;7;1;0;0;1;0;1;0;0;0;2;4;4;1;4;4;2; ; ;4;4;5;1;3;1;1;16000;20000;18000;33;2;1;4;2;6;1
401;1;3;3;3;3;4;2;1;1;5;7;0;0;0;0;1;0;0;0;0;5;5;3;1;3;5;2; ; ;2;3;5;3;4;4;1;11000;15000;14000;22;4;4;3;1;4;1
402;1;4;4;4;4;4;4;1;1;5;6;0;1;0;1;1;0;0;0;0;1;2;3;2;4;5;2; ; ;5;5;4;1;4;2;7;3000;10000;9000;24;1; ;2;3;4;1
403;1;4;4;4;4;4;3;2;1;5;9;0;0;1;0;0;0;0;0;0;3;4;4;3;4;5;2; ; ;2;5;1;1;5;1;1;5000;10000;8000;27;2;2;1;1;3;1
404;1;1;1;1;1;1;4;2;2;5;1;0;0;0;0;0;0;0;0;0;1;5;4;3;4;5;2; ; ;1;5;5;1;2;1;2;7000;13000;10000;26;5;1;3;1;1;2
405;1;2;2;3;2;3;5;1;1;5;4;0;0;0;1;1;0;0;0;0;4;4;5;1;5;4;1;1;4;4;5;3;3;4;4;3;2000;10000;6000;43;1; ;3;3;5;1
406;1;2;2;2;2;3;1;4;5;5;3;0;0;1;0;1;1;0;0;0;5;5;4;1;4;4;2; ; ;1;4;3;1;2;1;4;8000;13000;11000;32;4;5;3;1;2;2
407;1;4;4;4;4;5;2;1;1;4;9;0;0;0;0;1;1;1;0;0;5;3;4;3;4;5;2; ; ;5;3;4;3;5;1;1;9000;14000;12000;22;2;1;4;1;6;1
408;1;2;2;2;2;3;2;2;5;5;7;0;0;0;0;0;0;0;0;0;5;4;3;1;4;5;2; ; ;1;5;2;3;5;1;6;2000;10000;8000;47;1; ;2;2;2;1
409;1;4;4;5;4;3;3;2;1;3;4;0;0;0;0;1;1;0;0;0;4;5;4;2;4;5;2; ; ;2;4;4;5;4;1;4;6000;11000;9000;37;4;1;3;5;5;1
410;1;5;5;5;5;4;1;3;1;5;12;1;0;0;0;1;0;0;0;0;5;2;5;1;5;5;1;1;2;4;5;1;5;4;1;4;13000;17000;14000;26;1; ;2;1;3;1
411;1;3;2;3;3;2;5;1;2;2;8;0;0;1;0;0;1;0;0;0;4;4;3;4;4;5;2; ; ;5;4;3;5;5;2;1;15000;19000;17000;27;1; ;2;1;4;1
412;1;3;2;3;3;3;3;3;1;4;4;0;0;1;1;1;0;0;0;0;5;3;4;1;4;4;2; ; ;5;4;4;5;3;1;1;11000;16000;14000;45;1; ;4;1;6;1
413;1;2;2;3;2;2;4;1;1;5;6;0;0;0;0;0;0;0;0;0;4;4;4;3;4;5;2; ; ;3;4;4;1;5;2;4;10000;15000;13000;47;1; ;3;1;6;1
414;1;2;2;3;2;2;4;1;2;4;4;0;0;0;1;1;0;0;0;0;5;3;5;1;4;5;1;1;2;5;3;1;4;5;1;1;11000;16000;13000;24;2;3;3;3;2;1
415;1;4;3;4;4;4;3;2;1;3;10;0;0;0;0;1;0;0;0;0;5;2;2;2;5;4;1;1;1;1;5;1;1;2;1;3;9000;13000;10000;38;1; ;4;3;5;1
416;1;1;1;1;1;1;1;2;1;1;2;0;0;0;1;1;0;0;0;0;1;1;2;1;3;4;2; ; ;3;5;5;1;4;1;2; ;10000;8000;42;1; ;2;2;2;2
417;1;1;1;1;1;1;2;2;1;1;4;0;0;0;0;0;0;0;0;0;5;2;3;1;4;4;2; ; ;3;5;5;3;4;1;1;10000;15000;14000;24;1; ;3;1;5;1
418;1;3;3;3;3;4;1;1;2;5;3;0;0;0;1;1;0;0;0;0;3;4;3;4;4;3;2; ; ;5;5;3;2;5;1;4;10000;14000;12000;28;1; ;2;1;4;1
419;1;2;3;3;2;3;4;2;1;4;7;0;0;0;0;0;1;0;0;0;5;2;4;3;4;5;2; ; ;3;5;2;1;3;2;5;12000;18000;17000;34;1; ;4;2;5;1
420;1;5;4;1;5;5;1;4;1;5;12;0;0;0;1;1;0;0;0;0;1;5;3;2;5;5;1;1;1;1;5;3;4;4;3;9;19000;24000;22000;40;2;2;6;2;7;1
421;1;3;3;4;3;3;4;2;1;1;6;0;0;0;0;0;1;0;0;0;5;5;1;3;4;5;2; ; ;4;4;5;5;5;1;3;4000;10000;8000;51;1; ;4;1;2;1
422;1;1;1;2;1;1;5;2;1;4;7;0;0;0;1;1;0;0;0;0;4;3;4;1;5;5;1;2; ;1;5;1;3;5;1;1;5000;11000;8000;55;1; ;1;1;4;1
423;1;1;1;1;1;1;5;3;1;4;2;0;0;0;0;1;0;0;0;0;2;2;2;2;4;4;2; ; ;3;5;5;5;3;1;5;13000;20000;18000;57;1; ;3;1;6;1
424;1;2;1;2;2;1;5;2;1;5;5;0;0;1;0;0;0;0;0;0;5;3;2;2;4;3;2; ; ;5;5;3;4;4;1;2; ;10000;7000;25;2;1;6;1;1;2
