qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
750;Yes;Occasionally;Neutral;Neutral;Neutral;Strongly Agree;Disagree;Neutral;Strongly Disagree;Neutral;5;No;No;Yes;Yes;Yes;No;No;No;No;Agree;Agree;Agree;Disagree;Agree;Neutral;No; ; ;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;6;12000;17000;16000;41;Divorced;1;Graduate degree;Caucasian;Over $110,000;Female
751;Yes;Often;Agree;Strongly Agree;Agree;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Agree;7;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Agree;Neutral;No; ; ;Agree;Agree;Disagree;Neutral;Neutral;Strongly Agree;2;10000;15000;13000;21;Married;0;Graduate degree;Hispanic;$95,000 - $110,000;Female
752;Yes;Often;Strongly Agree;Strongly Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Agree;9;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Neutral;Neutral;Strongly Disagree;Neutral;Strongly Disagree;1; ;18000;15000;32;Single; ;High school;Black;$65,000 - $80,000;Male
753;Yes;Often;Neutral;Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;7;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Somewhat better;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;1;20000;25000;22000;40;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
754;Yes;Occasionally;Agree;Agree;Neutral;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;8;No;No;Yes;Yes;Yes;No;No;No;No;Agree;Neutral;Neutral;Strongly Disagree;Neutral;Neutral;No; ; ;Neutral;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;1;4000;10000;9000;33;Divorced;1;High school;Caucasian;$65,000 - $80,000;Male
755;Yes;Occasionally;Neutral;Agree;Neutral;Disagree;Agree;Agree;Strongly Disagree;Strongly Disagree;4;No;No;No;No;Yes;No;No;Yes;No;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Strongly Disagree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Agree;Neutral;Strongly Disagree;4;16000;24000;22000;30;Married;1;Other;Caucasian;Over $110,000;Male
756;Yes;Often;Agree;Strongly Agree;Agree;Disagree;Strongly Disagree;Neutral;Neutral;Strongly Agree;9;No;No;No;No;Yes;No;No;Yes;No;Neutral;Neutral;Neutral;Agree;Strongly Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Agree;Agree;Neutral;Strongly Disagree;1;6000;11000;9000;28;Single; ;Some college;Black;$65,000 - $80,000;Male
757;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Neutral;Agree;Agree;Strongly Disagree;4;No;No;No;No;No;Yes;No;No;No;Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Agree;Disagree;Agree;Strongly Agree;Agree;Strongly Disagree;1;5000;11000;9000;39;Single; ;High school;Caucasian;$50,000 - $65,000;Male
758;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Disagree;Strongly Disagree;Agree;Neutral;9;No;No;Yes;No;Yes;No;No;No;No;Neutral;Neutral;Disagree;Agree;Agree;Strongly Agree;No; ; ;Agree;Neutral;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;4;6000;10000;8000;36;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
759;Yes;Almost never;Neutral;Neutral;Disagree;Disagree;Strongly Agree;Neutral;Strongly Disagree;Agree;5;No;No;No;No;No;Yes;No;No;No;Disagree;Neutral;Agree;Strongly Disagree;Strongly Agree;Neutral;No; ; ;Agree;Strongly Agree;Disagree;Disagree;Strongly Agree;Disagree;9;8000;13000;11000;49;Married;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
760;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Agree;Agree;Strongly Disagree;Strongly Agree;2;No;No;No;Yes;Yes;No;No;No;No;Disagree;Disagree;Neutral;Strongly Disagree;Neutral;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;5;7000;12000;10000;49;Separated;1;Less than high school;Caucasian;$65,000 - $80,000;Male
761;Yes;Often;Agree;Agree;Agree;Agree;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;8;No;No;Yes;No;Yes;No;No;No;No;Disagree;Strongly Agree;Disagree;Disagree;Neutral;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;8;15000;22000;20000;35;Single; ;Graduate degree;Black;Over $110,000;Female
762;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Agree;Strongly Disagree;Disagree;12;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Agree;Neutral;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;6;11000;16000;14000;28;Married;5;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
763;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Disagree;Neutral;Strongly Agree;10;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Strongly Disagree;Neutral;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;8;8000;14000;13000;21;Married;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
764;Yes;Very often;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Agree;10;No;No;No;No;Yes;No;No;No;No;Agree;Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;3;9000;14000;12000;42;Married;2;Graduate degree;Caucasian;Over $110,000;Male
765;Yes;Very often;Agree;Agree;Strongly Agree;Neutral;Disagree;Disagree;Agree;Neutral;10;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Neutral;Strongly Disagree;Neutral;Disagree;Neutral;3;7000;12000;9000;30;Divorced;2;Other;Caucasian;Under $35,000;Male
766;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;11;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Neutral;Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Agree;Disagree;Strongly Agree;Neutral;Strongly Disagree;1;14000;18000;15000;30;Single; ;High school;Caucasian;$65,000 - $80,000;Male
767;Yes;Never;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Disagree;Neutral;Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Disagree;6;8000;13000;11000;47;Divorced;3;Graduate degree;Caucasian;$50,000 - $65,000;Male
768;Yes;Occasionally;Agree;Agree;Neutral;Neutral;Neutral;Disagree;Strongly Disagree;Strongly Disagree;6;No;No;No;No;Yes;No;Yes;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;3;6000;11000;8000;26;Married;2;Other;Hispanic;Over $110,000;Male
769;Yes;Often;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Strongly Disagree;Neutral;Strongly Disagree;10;Yes;No;No;No;Yes;Yes;No;No;No;Strongly Disagree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;1;12000;17000;15000;39;Married;2;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
770;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Agree;Strongly Disagree;Disagree;7;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Agree;Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Disagree;3;8000;14000;12000;34;Single; ;High school;Asian;$65,000 - $80,000;Male
771;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;10;No;No;No;Yes;No;No;No;No;No;Strongly Disagree;Agree;Disagree;Strongly Disagree;Agree;Strongly Agree;Yes;Yes;Much better;Disagree;Strongly Agree;Strongly Disagree;Neutral;Agree;Strongly Disagree;3;3000;10000;7000;38;Single; ;High school;Caucasian;$35,000 - $50,000;Male
772;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;1;No;No;No;No;No;Yes;No;Yes;No;Agree;Neutral;Disagree;Agree;Agree;Agree;No; ; ;Agree;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Disagree;2;14000;19000;17000;28;Divorced;2;Other;Hispanic;Over $110,000;Female
773;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Strongly Agree;Disagree;Agree;Strongly Disagree;4;11000;16000;14000;25;Married;0;Other;Caucasian;Over $110,000;Male
774;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Agree;Disagree;Strongly Agree;Strongly Disagree;7;No;No;Yes;No;No;Yes;No;No;No;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Neutral;6;2000;10000;8000;55;Divorced;1;High school;Caucasian;$65,000 - $80,000;Male
775;Yes;Often;Agree;Agree;Agree;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Agree;9;No;No;No;No;Yes;No;No;No;No;Neutral;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Disagree;Agree;Strongly Agree;Strongly Disagree;5;9000;15000;12000;32;Divorced;2;Some college;Caucasian;$80,000 - $95,000;Male
776;Yes;Often;Neutral;Strongly Agree;Agree;Agree;Strongly Disagree;Disagree;Disagree;Strongly Agree;7;No;No;Yes;No;Yes;Yes;No;No;No;Agree;Strongly Agree;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;8;8000;13000;12000;44;Married;1;Undergraduate degree;Caucasian;Over $110,000;Male
777;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Disagree;Disagree;Strongly Disagree;11;No;No;No;No;No;No;No;No;No;Strongly Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Agree;Neutral;Agree;Agree;Strongly Agree;Strongly Agree;3;2000;10000;6000;22;Divorced;0;Less than high school;Caucasian;$50,000 - $65,000;Male
778;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Agree;2;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Neutral;Agree;Agree;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;3;13000;19000;17000;26;Separated;2;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
779;Yes;Often;Neutral;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;11;No;No;Yes;Yes;No;Yes;No;No;No;Disagree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;1;10000;16000;14000;21;Married;4;Graduate degree;Caucasian;Over $110,000;Male
780;Yes;Very often;Agree;Neutral;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Disagree;Neutral;15;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Agree;Strongly Agree;Agree;Neutral;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Strongly Disagree;1;1000;10000;7000;23;Single; ;Less than high school;Caucasian;$50,000 - $65,000;Male
781;Yes;Occasionally;Agree;Agree;Neutral;Strongly Disagree;Agree;Disagree;Neutral;Strongly Agree;6;No;No;Yes;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;6;9000;13000;11000;39;Single; ;High school;Caucasian;$65,000 - $80,000;Male
782;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Neutral;Disagree;Disagree;Strongly Agree;8;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Neutral;Neutral;Agree;No; ; ;Agree;Neutral;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;9;11000;16000;14000;38;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
783;Yes;Occasionally;Agree;Agree;Neutral;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;5;No;No;Yes;No;No;No;No;No;Yes;Disagree;Agree;Disagree;Disagree;Neutral;Neutral;No; ; ;Disagree;Agree;Strongly Disagree;Neutral;Strongly Agree;Neutral;5;10000;14000;12000;59;Single; ;High school;Black;$80,000 - $95,000;Male
784;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;2;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Neutral;Agree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Disagree;5;11000;15000;13000;44;Single; ;High school;Caucasian;$80,000 - $95,000;Male
785;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Disagree;9;14000;19000;17000;38;Divorced;1;High school;Caucasian;$50,000 - $65,000;Male
786;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Agree;Agree;Agree;1;No;No;No;No;No;No;No;No;No;Agree;Agree;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Strongly Disagree;Agree;Strongly Agree;Strongly Disagree;7;8000;12000;11000;46;Single; ;Some college;Hispanic;$95,000 - $110,000;Male
787;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Agree;Disagree;Strongly Disagree;Strongly Disagree;1;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Agree;Agree;Agree;No; ; ;Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;1;6000;10000;8000;54;Married;2;Graduate degree;Caucasian;Over $110,000;Male
788;Yes;Almost never;Disagree;Disagree;Strongly Disagree;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;1;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Neutral;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;1;16000;21000;20000;44;Married;3;Other;Caucasian;Over $110,000;Male
789;Yes;Often;Agree;Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;13;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;11;7000;12000;10000;30;Married;1;Graduate degree;Black;$35,000 - $50,000;Male
790;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;10;Yes;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Neutral;Neutral;Strongly Disagree;3;8000;13000;11000;30;Single; ;High school;Black;$50,000 - $65,000;Male
791;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Agree;Strongly Disagree;Strongly Disagree;Agree;9;Yes;No;No;No;Yes;Yes;No;No;No;Neutral;Neutral;Disagree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Neutral;Disagree;Neutral;Strongly Disagree;4;9000;15000;13000;29;Married;0;Other;Caucasian;Over $110,000;Male
792;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Disagree;Disagree;Strongly Disagree;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Agree;Agree;Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;6;17000;23000;21000;37;Married;3;Graduate degree;Caucasian;Over $110,000;Male
793;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Neutral;Disagree;Strongly Agree;3;No;No;Yes;No;Yes;No;No;No;No;Agree;Strongly Agree;Neutral;Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Agree;1;8000;14000;12000;65;Single; ;Some college;Caucasian;$35,000 - $50,000;Male
794;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Neutral;Neutral;Neutral;Strongly Agree;3;No;No;No;Yes;No;No;No;No;No;Disagree;Agree;Agree;Neutral;Neutral;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Neutral;4;16000;21000;19000;40;Single; ;Some college;Hispanic;$95,000 - $110,000;Male
795;Yes;Often;Neutral;Agree;Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;Agree;8;No;No;Yes;No;Yes;Yes;No;No;No;Neutral;Strongly Agree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;7;12000;17000;14000;23;Divorced;2;Less than high school;Asian;$50,000 - $65,000;Male
796;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Strongly Agree;6;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Neutral;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Disagree;7;15000;20000;17000;22;Married;2;Graduate degree;Black;Over $110,000;Male
797;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Neutral;Agree;Disagree;7;3000;10000;8000;36;Divorced;3;High school;Caucasian;$65,000 - $80,000;Male
798;Yes;Often;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;11;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Agree;Strongly Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Agree;3;5000;10000;7000;29;Married;0;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
799;Yes;Never;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;2;No;No;No;No;No;No;No;No;No;Neutral;Strongly Agree;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;1;12000;16000;15000;47;Single; ;High school;Caucasian;$65,000 - $80,000;Male
800;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;9;No;No;Yes;No;Yes;Yes;No;No;No;Strongly Agree;Disagree;Disagree;Neutral;Neutral;Agree;No; ; ;Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Strongly Disagree;9; ;10000;9000;32;Married;1;Other;Caucasian;$35,000 - $50,000;Male
801;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Disagree;Strongly Agree;1;No;No;No;Yes;Yes;No;No;No;No;Agree;Strongly Disagree;Neutral;Disagree;Neutral;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;1;10000;14000;11000;51;Separated;2;Other;Caucasian;Over $110,000;Female
802;Yes;Often;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Disagree;Strongly Disagree;Strongly Agree;8;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Yes;No; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Disagree;6;18000;22000;18000;46;Married;3;Graduate degree;Black;Over $110,000;Male
803;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;3;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Disagree;Agree;Neutral;Neutral;Neutral;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;2;13000;18000;16000;39;Married;1;High school;Caucasian;$65,000 - $80,000;Female
804;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Neutral;Agree;6;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Neutral;Agree;Strongly Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Neutral;Strongly Agree;Neutral;Strongly Disagree;9;13000;19000;17000;43;Divorced;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
805;Yes;Occasionally;Agree;Agree;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;6;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;5;14000;18000;17000;47;Married;2;Less than high school;Caucasian;$65,000 - $80,000;Female
806;Yes;Very often;Disagree;Strongly Agree;Strongly Agree;Disagree;Disagree;Disagree;Strongly Disagree;Disagree;9;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Agree;Strongly Agree;Neutral;Neutral;Strongly Agree;Strongly Disagree;1;9000;14000;12000;30;Single; ;High school;Caucasian;$65,000 - $80,000;Male
807;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;4;No;No;No;No;Yes;Yes;No;No;No;Agree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Agree;Agree;Agree;Strongly Agree;Disagree;5;11000;16000;14000;47;Married;0;Undergraduate degree;Caucasian;$50,000 - $65,000;Male
808;Yes;Very often;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;9;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Agree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;5;16000;21000;20000;27;Divorced;1;High school;Caucasian;$65,000 - $80,000;Male
809;Yes;Occasionally;Neutral;Neutral;Neutral;Strongly Agree;Disagree;Disagree;Strongly Agree;Strongly Disagree;7;No;No;No;Yes;No;Yes;No;No;No;Strongly Disagree;Agree;Agree;Disagree;Agree;Agree;No; ; ;Disagree;Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;1;9000;15000;13000;28;Single; ;Some college;Asian;$65,000 - $80,000;Male
810;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Agree;Agree;Disagree;Disagree;Strongly Disagree;11;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Disagree;Disagree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Strongly Disagree;5;9000;13000;11000;29;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
811;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Neutral;Neutral;Neutral;Strongly Agree;8;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;5;5000;11000;9000;30;Single; ;Less than high school;Hispanic;$50,000 - $65,000;Female
812;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Neutral;Agree;Neutral;Agree;Agree;No; ; ;Neutral;Agree;Neutral;Strongly Disagree;Strongly Agree;Disagree;5;6000;11000;9000;29;Divorced;2;High school;Caucasian;Under $35,000;Female
813;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Agree;Neutral;Neutral;Strongly Agree;10;No;No;Yes;No;Yes;No;Yes;No;No;Agree;Strongly Agree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Neutral;Neutral;1; ;12000;9000;52;Divorced;1;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
814;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Neutral;Agree;3;No;No;No;No;Yes;No;No;Yes;No;Strongly Agree;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Much better;Strongly Agree;Neutral;Neutral;Neutral;Strongly Agree;Disagree;1;13000;16000;12000;55;Single; ;Some college;Caucasian;$95,000 - $110,000;Male
815;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Agree;Disagree;Strongly Disagree;Agree;9;No;No;No;Yes;No;Yes;No;No;No;Agree;Neutral;Agree;Strongly Disagree;Neutral;Neutral;No; ; ;Strongly Disagree;Agree;Neutral;Agree;Neutral;Neutral;4;19000;25000;23000;28;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
